TF	target	importance
CHD1	AR	0.247314864226285
E2F3	CDK11B	0.24731444690930282
TSC22D1	GSK3A	0.2473089300839035
BTG2	SURF2	0.24730550532381054
NR4A1	CDC25B	0.24730357593172805
GTF2F1	PDK4	0.24730309670654385
FOS	CTPS1	0.2472996975347257
CEBPZ	KL	0.2472993194303959
SUPT20H	UBC	0.24729881674951512
RARA	RGS10	0.24729768794614354
TP53BP1	CCNT1	0.24729645309050932
KAT2B	MEAF6	0.2472946048096064
BCL11A	NCOR1	0.24729116076626073
MEF2D	CHUK	0.24728723851789897
THRA	RRM1	0.2472869554787784
FOXP2	NFATC1	0.24728607594237204
RUNX2	HLA-DRB5	0.2472810233419688
STAG1	PEG3	0.2472790250275875
MCM5	SF1	0.24727850591258613
RBMX	EGR3	0.24727441435882283
RELA	DNMT1	0.24727403379445506
FUS	SLC39A3	0.247273995856939
KLF12	LAPTM4B	0.24727361659186278
STAT4	PLAGL2	0.24727322462475984
IRF8	GATA2	0.24727043120283268
UBTF	PPARD	0.24726930940350217
BRD4	PRDM2	0.2472687450000406
HIRA	CYLD	0.24726851047869658
DENND4A	OAT	0.24726744255623354
TRIM22	JAK1	0.2472646378739449
NCOA2	NLRC4	0.24726275398565276
ELF1	MEG3	0.24725883956073147
ATRX	ELF3	0.24725432425435767
KLF2	PLAT	0.24725369105086697
IRF5	NCOA4	0.24725335143951016
RBL2	POLR2A	0.2472528390193223
ARID1B	KLF3	0.24725197533465723
NR2C2	CXCR2	0.24725153241848966
NELFCD	PLK1	0.24724951150402372
ATF3	ACBD3	0.247249323349303
XRCC6	FAF1	0.24724864163121887
ELF1	GALT	0.24724707679841815
TBP	SART3	0.2472450346996199
CBX8	CCR4	0.24724270183376315
LRRFIP1	PBX3	0.2472394451368101
RFXAP	PROX1	0.2472374359879574
TFCP2	TYMS	0.2472370816680657
ATRX	SPAST	0.24723694906510763
ZNF267	F2R	0.24723669169446108
VHL	TLR7	0.24723494015847894
HIF1A	ZNF76	0.2472321164065404
NEAT1	DAPK2	0.24723199123799944
ZNF224	HIST2H4A	0.24723196102169237
PER1	MT1E	0.24723191265330774
TRERF1	PDIA6	0.24723051978251737
PTMA	CD40LG	0.2472295783406457
SP2	UPP1	0.24722769874926026
PIAS4	KIR3DL1	0.2472273871238149
IRF1	BRD3	0.24722339041136357
TBL1X	HDAC5	0.24722206481132616
IRF9	ING2	0.24722061621843322
NCOA2	LTC4S	0.2472181378672619
POU2F3	EPHB2	0.24721671484460372
MZF1	XPC	0.24721350510522783
ELF3	SIRT6	0.2472124036550555
EGR1	NOD2	0.24721212790778987
HEXIM1	SMAD3	0.24721070134503767
RREB1	PSMB9	0.2472092508164033
DNMT3A	ALKBH2	0.24720822808643958
KHDRBS1	CD19	0.2472076633248172
PAWR	FLT1	0.2472055275980192
NR2F6	NFE2L1	0.24720404380756
ATM	CEBPZ	0.2472019072134493
MYBBP1A	PRMT1	0.24720184819318947
ZNF382	ILF2	0.24720163315462068
RELB	SELP	0.24719646713213753
SMAD2	AXIN2	0.2471963206142429
TRIM22	CXCR4	0.24719554636298197
DENND4A	HHEX	0.24719524509079632
BTG2	NELFB	0.2471924402713762
TBL1XR1	ACAT1	0.24719213197468629
ZNF24	TLR9	0.24719167372385917
MAX	BCL2L13	0.2471887035894865
E2F2	HDAC5	0.24718700233784469
ATM	ADA	0.24718619975838033
CTBP2	HLTF	0.24718357660899415
KDM4C	IRF8	0.24718340251672882
NFIB	DR1	0.2471832882415665
SCAND1	IL1RN	0.24717903717002826
NR1D1	FAM162A	0.24717798546150344
UBTF	IKBKB	0.24717676043391854
TFCP2	TBL1XR1	0.24717539345368494
BRD4	SPI1	0.24717531632443174
RBBP7	YEATS4	0.24717180653893547
STAT3	DACT1	0.2471716058276069
NRL	PLD1	0.24717153266885464
MDM4	PDK4	0.247169095832804
MEF2D	PPP2CA	0.24716783656633798
RUNX1	MUC4	0.24716628364669563
ABL1	MIF	0.2471651545637716
CHD1	FOSL2	0.2471651429743832
EAF1	CYP7B1	0.24716322573343702
GATA3	VCAM1	0.24716235141085435
TRIM28	FST	0.2471618086034454
GTF2F1	S100A10	0.2471608113664856
NAB2	ETV7	0.24715875037958684
CREB1	HLA-DMA	0.24715860041564885
MEF2D	APP	0.24715819391541533
GABPB1	GSTP1	0.24715721615694994
TEAD1	KLF9	0.2471568331374064
HDAC4	CPT1B	0.24715579191037498
SNIP1	NAIP	0.2471531252407546
NFIA	ARID1B	0.24715309113980474
STAT6	CTSB	0.24715159471690565
ARID3A	PLOD1	0.24715070799234587
KDM2A	ERP44	0.24714921642356294
CDCA7L	KCNIP3	0.2471475023042815
NF1	AQP3	0.2471458544140434
BTF3	ST3GAL3	0.24714486916202805
ELK3	PLAA	0.24714395001962877
IRF5	TP53INP1	0.2471431827357975
CTNNBIP1	MAX	0.2471428246824817
ZBTB17	CASP3	0.24714207396064133
NAB2	BTG3	0.24714093628697256
STAT5B	MNAT1	0.24714071235051252
TSC22D1	MAP3K1	0.24714052362749742
DR1	PIN1	0.24713986517677183
BTAF1	VIM	0.2471379246132032
TCF12	MAP2K4	0.24713774205546463
ZHX2	IL17RB	0.2471369457031958
TRPS1	RFC3	0.24713665897903925
TCFL5	IRF2BP2	0.24713611407748265
NCOA3	ANGPT1	0.2471346744117197
ZNF410	SQSTM1	0.2471333809107168
SP1	EYA3	0.2471327891934016
ELF1	RPLP0	0.24713227681835204
HMGB2	LTA	0.2471315564715139
KDM4C	BHLHE41	0.24713101188526648
MYBBP1A	RFX3	0.2471307291034668
DDIT3	YY1	0.24713050228334055
SREBF1	CSNK1A1	0.24713025789330845
NRF1	LCOR	0.247130132211226
CDCA7L	KLF12	0.2471293866686012
SMARCA4	VAMP2	0.24712926769552856
NFKBIA	OPTN	0.2471243709691305
POU2F2	SLC7A5	0.24712431382566535
HIF1A	EGR3	0.24712142450680274
MITF	NFRKB	0.24711983600428722
ILF2	JUN	0.24711923722980744
ZBTB38	ICAM3	0.247118907677261
NR3C2	NFAT5	0.2471188837652912
CDCA7L	THRB	0.2471174192506417
ZNF382	BRD2	0.24711646170629648
RFX1	RAP1A	0.2471162563749613
XRCC6	SNRPN	0.24711538792597607
MED23	SLC5A1	0.24711520297389078
NR2C2	SLC25A20	0.24711457143577273
TOP2B	HSPD1	0.24711369572349318
LEF1	SLC31A1	0.24711332343606318
HBP1	ELL	0.2471127296748854
TFPT	HPR	0.2471095802055034
ESRRB	ASF1B	0.24710942690165175
NAB1	ASH1L	0.2471088616220884
HAX1	SFTPD	0.2471085403967924
TAF5	EGLN2	0.24710721188655424
MAX	ITGA2B	0.24710671966411546
ARID1B	FDFT1	0.24710555688862348
ARID5B	KPNA1	0.24710536511942077
UPF1	ATP6V0E1	0.24710379687519565
CREB3L4	ANGPT1	0.24710330780217307
NR1H2	IRF9	0.24710329169718606
ZNF382	SNF8	0.24710060025502345
EWSR1	TLR10	0.24710023556869568
BCL11A	SEC14L2	0.24710017653940702
SATB1	PRODH	0.24709834074964163
XBP1	IGF2BP2	0.2470971899601945
HNRNPD	HDAC5	0.24709564587089244
SREBF2	PRL	0.24709518398887023
NONO	CD19	0.24709470590472066
ZNF350	MXI1	0.24709443945084217
SRSF1	JAK1	0.2470933525006532
RFX3	IFIT3	0.2470930407992606
APBB1	DNMT3A	0.24709179888603006
ARID1B	RNASE2	0.24708893038349533
RB1	BST2	0.2470856777364262
EIF2AK2	NCOR2	0.24708533544882783
TCFL5	PTAFR	0.24708497776620375
BRD7	HMGB2	0.24708478829599323
AIRE	PSMB10	0.24708396805761698
CNBP	TMEM71	0.24708385520131596
RREB1	CBX7	0.2470835200966959
ARNTL	OCA2	0.24708196315146677
COPS5	NOD1	0.24707907848586866
TBC1D22A	COL18A1	0.24707862981882975
BRD4	IRAK2	0.24707794690802268
LMO4	ABL1	0.24707535394478158
KLF13	CREM	0.24707513269360584
HIF1A	AURKA	0.2470739021328184
ETS2	SERPINF1	0.24706915154459552
BACH1	NELL2	0.24706591143006118
RUNX1	CKS2	0.24706579872139195
POU2F1	RCC1	0.24706262229848364
TRIM25	METAP2	0.24706210537534806
RAD21	TGFBR2	0.24705969254153332
EGR3	FCGR3B	0.24705252393841465
HMG20B	BECN1	0.24704978879258413
E2F5	XRCC5	0.24704734508423443
AATF	RUNX2	0.24704698243625373
DACH1	ODC1	0.24704691961582104
TSG101	SPEN	0.24704509965618132
BACH1	FLT1	0.24704281672785933
KLF6	VEZF1	0.24704043001368192
TBL1X	ACP5	0.24704009469231247
CEBPD	BRD7	0.24703995794009168
ID1	PCYT1A	0.247039146387142
HDAC10	CDC42BPG	0.2470381965754987
NFKBIA	PLB1	0.24703574902350484
ESRRG	MBP	0.24702614303718076
FOXM1	TF	0.24702609404029433
HINFP	NFATC2	0.24702517964763127
FOXO1	RPS3A	0.24702441588051513
ING1	USP7	0.24702311333551594
MTA3	RBL1	0.24702156387939778
CNOT8	SCAI	0.2470213169736354
MED15	PDGFC	0.24702107262432016
ESR1	IRF3	0.24702043929669298
ECD	TRAF6	0.24701991209164684
FOSB	STIP1	0.2470190012851977
LIMD1	RASGRP3	0.2470182888318861
TSC22D3	MAPK7	0.24701690787514172
STAG1	DDX5	0.2470166681258035
TFCP2	PPARA	0.24701439139376663
GZF1	PTGER2	0.24701363717241667
SFPQ	CD99	0.24701237886850194
TBC1D22A	TIMP1	0.24701155229982427
TAF4	RAD51B	0.24701065063275254
VEZF1	PIN1	0.24700927871987782
PML	NFKBIA	0.2470068993849785
CTNNBIP1	CTBP1	0.24700616797827232
NFAT5	S100A11	0.2470035278406301
FOXO3	GRIN2B	0.24700198224883643
POLR2A	APBB1	0.24699912691703413
BRD4	ATAD2	0.24699514185014482
HIF1A	RBMX	0.24699430081621337
RUNX3	POLR1A	0.24699155964322891
BTF3	HES1	0.24699104864512644
MEF2A	YWHAQ	0.24699087017961258
ZNF267	EREG	0.24698944370982073
ZFHX3	MAP3K14	0.2469894099251339
IFI16	GPX4	0.24698872400376
PIAS1	CD70	0.24698863592734827
ZNF423	RNF7	0.2469861647457776
IKZF1	PRKCB	0.24698479967880646
TBL1XR1	FCGR1A	0.24698366469584332
MITF	WDFY4	0.24698314994824713
PCBD1	SIRT2	0.2469820060200259
NFE2L2	ASAP2	0.24698159885257587
STAT3	SKI	0.24698013670285318
BIN1	IL2RA	0.24697844143190448
SREBF2	TP53INP1	0.24697616995115046
IRF3	CASP9	0.2469750849996925
DENND4A	SETBP1	0.24697454363221125
TBC1D22A	IFNG	0.24697446913312976
ATRX	BACE2	0.24697317466166302
TBL1XR1	MGAT5	0.2469710858427603
UPF1	AGER	0.2469702713457413
PARP1	PMEPA1	0.24696646332498592
TFAP4	REG4	0.24696525012123796
RXRA	DNM3	0.24696491575567536
CREB3	KLRK1	0.24696423248680408
HNRNPR	CYP2D6	0.24696412825241532
ATF3	ACVRL1	0.24696106243642116
RB1	ATAD2	0.24695862570524008
ID3	COL4A4	0.24695830664845156
NFIA	PIN1	0.2469579695638626
CDK9	SKI	0.2469567456224526
AHR	GFER	0.24695599956712108
ID2	RPTOR	0.24695577227758192
AIP	SLC25A20	0.24695479342259238
POU2F2	CAD	0.24695129930760298
GTF2B	TPH1	0.24695116443493761
ARID5B	MIP	0.2469510401911667
PAX5	PSMD11	0.24695090834581535
JARID2	MIP	0.24694984790432448
MAX	KLF13	0.24694975122619064
NAB2	CTSK	0.2469414783110278
IKZF1	ADAM23	0.24693733632199744
STAG1	CISH	0.24693718361383454
ELF2	POU2F2	0.2469356646461201
STAT3	ILK	0.24693547785297376
TRERF1	DGKG	0.2469349037598623
JUNB	ATM	0.24693472803259806
ELF2	ABCB1	0.2469334973129723
FOXM1	CDCA7L	0.2469333133927302
NFYC	TBL1X	0.24693200748430738
E2F5	SREBF2	0.24693023533057026
NONO	NFE2L2	0.24692978565683021
HMG20B	IRF7	0.24692934189226415
YEATS4	RLN1	0.2469293374279704
TP53BP1	ZNF202	0.24692865930902896
ELK1	SREBF1	0.24692710575920895
POU2F3	SETDB1	0.2469252626702048
E2F3	MMP14	0.2469246857975032
NCOA4	PTTG1	0.2469245187040446
DR1	REST	0.24692299110993865
REST	EDN1	0.24692288699368586
ELK4	ARID4A	0.24692117522933518
PER1	BAG1	0.2469184614083019
MAFK	ATP5F1A	0.24691558995713786
MAFK	BATF	0.24691505150640455
KHSRP	P2RX4	0.2469141571538038
SND1	ID2	0.24691201567226495
REL	RAD21	0.2469118164814189
ATF2	CYSLTR1	0.24691064979090685
SIRT2	RBM38	0.2469080386102318
CNOT7	NFATC3	0.246905411849441
ETS2	IL6R	0.24690530050017798
FOSB	HLA-DQB1	0.24690354631445655
RB1	TGFB1	0.24689657353542774
PTMA	FCER2	0.24689629778282515
ZNRD1	APBB1	0.24689477698579143
ZNF239	WDR5	0.246893671498179
ILF3	HOXA9	0.24689354370127514
ARID3A	RASGEF1B	0.24689242472125442
MAX	KIR3DL1	0.24689225765694162
CREB3	MAP3K1	0.24689216056225205
JUNB	HDAC7	0.24688312866705972
NR4A3	GFAP	0.24687956679546827
CITED2	ZBTB38	0.24687843497339584
RREB1	DNASE1	0.24687774803411022
VEZF1	NOD1	0.24687628088797192
NR4A2	IGFBP3	0.24687544379472637
SOX6	ICAM3	0.24687492680902898
THRA	METAP2	0.24687334052720175
SRSF1	ZNF750	0.24687332257201777
DRAP1	EGR3	0.24687278204454757
UPF2	HTT	0.24687139542346084
MED15	PIN1	0.24686841964341916
HNRNPD	CDKL5	0.24686712855384127
HDAC9	PHB	0.24686599280442514
SUGP1	RASGRP1	0.2468649561621173
JUNB	HSD17B2	0.24686187308795338
TRIM28	IRAK2	0.24686181566306062
JUN	PTTG1IP	0.24686024314370802
SND1	CD163	0.246860010738646
ZEB1	ICAM1	0.24685903645070786
REL	ACTN4	0.24685889565451777
RBL2	SLC39A3	0.24685833909543714
SSB	HBZ	0.24685800732512925
STAT3	HDAC3	0.24685743979179425
TFCP2L1	NOD2	0.24685668932391402
TFPT	NTRK1	0.2468564627737691
ETV5	ATP1B1	0.24685497077574467
EGR3	KRAS	0.24685177308340758
ELF2	VMP1	0.24685049293857594
NFAT5	LCAT	0.2468453653328437
SMAD2	FCGRT	0.24684497591177168
TAF1	DST	0.24684412971930178
HMG20B	ZNF652	0.2468426524639399
SFPQ	ERBB2	0.24684067930425044
NELFCD	EGLN2	0.24683944140352235
HNRNPR	IL24	0.24683821978565598
ABL1	SLC3A2	0.24683686553412068
LIMD1	BDP1	0.24683380026656795
TCF3	SIDT1	0.24683226353173243
NFAT5	SERPINB1	0.24682861457711872
MTF1	SOX5	0.24682665291939607
PDCD11	VHL	0.24682569639464125
TRPS1	SOX4	0.24682525016737
NPM1	RASSF1	0.24682510215296366
BARD1	GZF1	0.2468240284624944
PLEK	UGT2B7	0.24682385025436124
XBP1	PRDM2	0.24682350073855328
PML	LIPE	0.2468233060033969
ARID4B	GBA	0.2468204883874316
MTF1	BEX2	0.24681702098804692
MLLT3	BCL2L13	0.24681679201004286
ING1	GATA3	0.2468107200549927
ETS2	DENND4A	0.24681063168843984
ELL	MAP3K5	0.24680796739663657
ATF6	NPAT	0.24680708885561034
LMO2	SLC20A1	0.2468066382743988
RAD21	BCL2L1	0.24680271975572712
CSDE1	CD2	0.2468012965315877
SRCAP	PIAS4	0.24680052830473165
ZEB2	SKP2	0.24679518109525345
MLLT10	TGFBR2	0.24679320739715926
CTCF	GUSB	0.2467931472039936
SNIP1	BCAS2	0.24678926952132937
CNOT7	CSDE1	0.24678683975060534
MIS18BP1	PCGF2	0.24678336748173732
PLAGL1	WWOX	0.24677868875085282
ETS2	ACOX1	0.24677598905881906
ELF2	LYL1	0.2467757131554641
KLF13	PCK2	0.2467756107525911
EED	CD151	0.246773319072378
BACH2	ADAMTS1	0.2467731115457426
ZFP36	TAF12	0.24677132409267993
ZFHX3	TGFBR1	0.2467685586970733
PAWR	MSH2	0.24676418329143873
PAWR	FLT3	0.24675840588184422
TOP2B	CD38	0.24675531957529065
NRF1	PPP2CA	0.2467537556014404
YY1	XRCC5	0.2467507147572754
TBC1D22A	TGIF1	0.24675045705322393
PAWR	BTK	0.24675044125518183
PLAGL1	HLA-DPA1	0.24675002249122516
CTNNB1	PBX3	0.24674516641272212
HDAC3	HAP1	0.24674442580531591
ELF1	SURF1	0.24674420412995046
TRIM16	ATP6V0A2	0.24674343610285812
RUNX1	OCLN	0.24674221742211594
PAWR	FOXO4	0.24674181971031667
ZBTB14	TRPC1	0.24674088863348112
ETS1	ERP44	0.24673947912463295
HNF1A	TGFBI	0.24673873157734094
FUS	ABCB11	0.24673628169780545
NF1	SREBF1	0.24672858431498748
HIVEP2	CD2AP	0.24672718436137164
TNFAIP3	ABCG8	0.24672653493003135
NFIC	CNBP	0.24672312197340612
MAFK	TNPO1	0.24672245136630552
ILF3	MAP1A	0.24672054690869866
FOXO1	MAP2	0.24672008792048622
PPARD	ALK	0.24671989528875202
HMG20B	CEL	0.24671510169383706
LMO4	ARF1	0.2467141579089213
KLF3	CREM	0.24671311426381443
MAX	H2AFX	0.2467105288772641
CHD1	HLA-DMA	0.24670981410791823
MEF2D	PER2	0.24670877253951096
ETV7	FCGR3B	0.24670813664168242
CREBBP	CSDE1	0.24670701968975658
NFATC2	PCYT2	0.246706834137801
PER1	EPHA2	0.24670627410686283
PHB2	IRF3	0.24670398362788556
HAX1	BCL3	0.24670311806683504
FOSB	PCLAF	0.24670262104540555
HNRNPR	SMUG1	0.24670199537930926
SIRT2	PTPA	0.24670145267307456
AATF	CARD8	0.246700296561349
MED1	SUZ12	0.2466995687574613
SP4	SEC14L2	0.2466991602624663
ATF7	OAT	0.24669602181962794
SLA2	DCK	0.24669340144963983
ZFP36	CLEC4C	0.24669322584401912
TBP	ASPH	0.24669285276386269
ABL1	ODC1	0.2466894503692188
VEZF1	CD70	0.24668840554011345
RBMX	CSF2	0.24668628923240318
EP300	MYBL1	0.24668482704866906
HDAC1	ANAPC4	0.24668460025800332
NPAS3	STIP1	0.24668417056363304
DDB1	ANGPT1	0.2466831734392667
EP300	SLC5A5	0.2466824703743587
MAML1	NAB1	0.2466802232402353
XRCC6	ALDOB	0.24667329921498837
NF1	MVP	0.2466713243782602
HOXA1	DRAM1	0.24666832815958023
SCAND1	SLC1A3	0.24666797064566529
HMGN1	HCFC1	0.24666728453129613
TBP	COL11A1	0.24666725213656976
MYH11	BAX	0.24666605627652952
JUN	MMP28	0.24666603839286497
RFX3	PLAG1	0.2466651396938521
HOPX	PROM1	0.24666444165613297
RREB1	PSMC5	0.24666056328724234
ZBTB38	PLAG1	0.24665858850595815
CUX1	CSNK2A1	0.24665756884891574
ZNF217	LILRB1	0.24665709566076768
E2F3	POU2F1	0.24665612379853724
MYBL1	FIGLA	0.2466542290063716
KLF13	MTDH	0.24665116384205552
MYH11	YES1	0.24665046686980535
CTBP2	CDKN1B	0.24665015043133326
VHL	MDM2	0.24664990152252744
ZBTB17	MUC5B	0.24664981319691515
ELF2	EBI3	0.24664956588603024
SRCAP	PNOC	0.24664834755510245
IRF8	GLIS3	0.24664754771516317
PBX3	SGK1	0.24664634145648928
ESR2	EBF1	0.2466459680579396
PHB2	PPARA	0.24664510698793382
LCOR	REPS2	0.2466429417589198
FOXO1	IL5RA	0.24664000982641954
ZNRD1	FZD1	0.24663974735978436
STAT5B	PFKFB3	0.24663958278730527
STAT4	HDAC2	0.24663825275637358
KHSRP	PLXNA1	0.24663591259007805
SMG6	NEFL	0.24663547587396362
PAX5	B4GALT1	0.24663537160974275
HDAC1	YES1	0.24663471314639826
E2F1	ST3GAL3	0.24663281810520707
PLEK	NCOA3	0.2466308922756362
DNMT1	SLC13A3	0.24662992261301828
CDK8	CD1D	0.24662983883463696
JUN	IDE	0.24662929214879117
ZBTB38	NEIL1	0.24662875918864569
KDM4B	HSD17B11	0.2466261006794886
PBX3	UBE2D3	0.24662347209721885
EGR2	MTHFR	0.2466233361058267
GTF2B	MMRN1	0.24662325626587875
CUX1	SSB	0.24662324496364746
CEBPZ	AKR1B1	0.24662115036984597
ZNF410	CDK11B	0.24662095271182238
PPARD	SND1	0.24662061378868658
MECP2	IL7	0.2466202990867999
TFEB	SQSTM1	0.24661904703878204
BTAF1	CARD8	0.24661903213757796
SLA2	ZNRD1	0.24661758964432487
BRD4	ETV3	0.24661703033140214
FUBP1	S100A4	0.24661522965970503
GTF2B	SGK1	0.24661454597353635
MBD2	SLC5A5	0.24661448598375604
JUND	RAC1	0.24661312661886325
ERG	SPARC	0.24661247405695635
MYBL1	NFIL3	0.24660374814317954
ZFP36L1	WAS	0.24660116657646333
VHL	RAD51B	0.24660107476873386
SPEN	TAP2	0.24660035366465693
TOB1	DAB2	0.2466001115585376
KAT6A	SAP30	0.24659764081053132
IRF8	CAMP	0.24659544893438504
TCF12	MCM6	0.24659499062475196
NCOR2	SUZ12	0.24659408735041827
NCOA2	CD80	0.2465939759864762
SCAND1	PSMB5	0.2465932803568771
HIPK2	CDKN3	0.24659278974248253
KDM4C	ODC1	0.2465894805788246
BRPF1	PRF1	0.24658928458359416
IRF7	BCL6	0.2465864772900473
MXI1	CENPW	0.24658555673016316
CDC5L	KAT6A	0.24658509874460116
NFAT5	NFIC	0.24658475222620133
LDB1	DNMT1	0.2465830468201267
ZNF76	ATXN7	0.24658253310384703
HIF1A	SP1	0.246581132939449
FOSL2	ARID3A	0.24658017576739066
ZNF24	ATRX	0.2465784620786845
STAT5B	CD3G	0.24657818057507952
ZNF217	SIVA1	0.2465771621361912
AIP	PTPRG	0.24657692834455133
PBX1	PTPRO	0.24657487684529325
NFATC3	RUNX2	0.24657279988619255
SNW1	MGMT	0.2465726777637145
IRF7	CTBP1	0.24657091131189987
VHL	TNFAIP3	0.24657072613679376
NFE2L1	MAX	0.2465703956985859
HNRNPD	HPGD	0.24656946989358233
IRF5	IRS2	0.24656694059137152
XRCC6	RFX5	0.2465660515297799
SMAD1	AATF	0.24656477536776622
CNOT8	HCN4	0.2465629679045714
HLTF	CCND1	0.24655994077024038
NCOA4	ZNF410	0.24655977872079882
DEK	MAFG	0.24655973167497897
LCOR	MTDH	0.24655678858571206
TOP2B	NFKBIB	0.24655597168679838
EHMT2	PLAG1	0.2465545338804127
ZNF24	HHEX	0.24655390971247404
APC	BATF3	0.2465511510837322
ZNRD1	DBP	0.24654902221963848
XPC	SERBP1	0.2465476529648655
PLAG1	IGFBP4	0.24654728013121732
MLLT3	STAT3	0.24654505583919079
HMGA1	BRD7	0.24654492047738008
BTG2	WWC1	0.2465448396195581
XRCC5	AGO1	0.24654345197270233
PTMA	DST	0.24654284290399697
ZNRD1	NDUFV1	0.24654264679477497
E2F3	CAPNS1	0.24654255229957658
ARID4A	YY1	0.24653970626032073
CBFB	PKM	0.24653871475721342
ELF1	BRD3	0.24653730316710806
XPC	CTBP1	0.24653440041248662
CTBP2	NKX3-1	0.24653418852693104
SMURF2	IL12RB2	0.24653338741946265
DR1	LGALS1	0.2465328123783613
NFKBIB	MAML1	0.2465315902079496
NFATC1	NFE2L2	0.2465285778653588
FIGLA	SLC19A1	0.24652306745719724
POU2F1	PIR	0.24652014494997615
ATM	ACSL1	0.24651877258623456
TRIM25	PIR	0.24650990530159017
HDAC5	PBK	0.24650966757575088
MEN1	CCR6	0.24650950953133496
RB1	TIMP1	0.24650749550274606
SNW1	TFCP2L1	0.24650540633391105
PHF8	PSMB5	0.24650510029650652
YEATS4	PON2	0.24650430607380552
EIF2AK2	CSNK2A1	0.24650376261512616
COPS5	NDRG2	0.2465013268542107
SP100	BTRC	0.24650070795548285
SREBF1	ASXL1	0.2465000929294649
MXD1	TOP2A	0.24650005614258938
WWP1	UGT1A8	0.246498956873179
MLLT3	LGALS3	0.24649641762831645
SREBF1	MAPK7	0.246496334931873
FUBP1	ESR2	0.24649462811343437
AATF	HDAC3	0.24649403494919214
MAX	HAP1	0.24649397474082374
HSF1	CASP1	0.2464923887774163
ARID1B	SP3	0.24649014964954838
MLXIPL	TAF1A	0.24648705138143934
TCF19	CASP8	0.24648322166574832
RNF14	REL	0.24648250306252034
LYL1	TGFB1	0.24648114832369314
BTAF1	BSG	0.2464797323016565
TBPL1	TAP2	0.24647877262311527
EHMT2	WASF2	0.24647794741077111
NR1I2	ADA	0.2464768641217567
TP53BP1	PRDM2	0.24647629536720755
VEZF1	GTF3C1	0.24647238394305745
NRF1	NRAS	0.24647190586775397
ATRX	SRC	0.24647049759189102
GTF3A	GCLC	0.24646696595241152
HMGN1	CKM	0.24646579330841814
ASXL1	GRM2	0.24646551128581332
KDM2A	SIGIRR	0.24646338137418128
E2F2	ATP1B1	0.24645997595659327
TCF7L2	SCT	0.2464598095721388
SETBP1	FMO3	0.24645571193316274
MEF2D	ID2	0.24645338782428539
CEBPD	NCOA2	0.24645298872706367
FUBP1	SOX7	0.2464529021272471
PLAG1	ERAP2	0.2464524493615031
ELK3	PGK1	0.2464523868560261
RB1	KPNA1	0.24645101844246883
HIPK2	DEAF1	0.24645101182062673
MED15	PPIG	0.24645055611733108
CHD8	TRIM16	0.24644893358370018
CTBP1	BECN1	0.24644723405975497
ATF6	IL2	0.2464462473544425
JUN	CFI	0.2464462432397475
MDM4	TRIB2	0.246445182588846
GTF2I	MLX	0.24643987851983293
HDAC4	LEFTY1	0.2464396157516407
TOB1	PTPRG	0.24643793171346307
RFX3	SUPT3H	0.24643742505461907
KLF13	ITGA5	0.24643716420091707
IRF2	DHX9	0.24643709093603558
KDM2A	CXCL8	0.24643203103178926
RUNX1	IRF2	0.24643051355102305
STAT1	XBP1	0.24642992590844665
GABPA	COL4A4	0.24642915048702527
TRAF6	STAT5A	0.24642765441442416
AIP	RFX5	0.24642553263522074
SMURF2	VAMP2	0.24642150693137466
ZHX2	UGCG	0.24642021475241646
PML	FCGRT	0.24641995634197386
SFPQ	IRF7	0.24641875320391507
ASH1L	PEG10	0.24641780010278622
PER2	DNMT3A	0.24641705724377416
RBL2	HMGN1	0.24641550373521814
MED23	OCA2	0.24641527417768916
VEZF1	SETDB1	0.24641437317391268
SMAD2	SMG6	0.24641389151762222
TRIP6	MCM10	0.24641092598415804
FUS	IFNG	0.24640975209926777
MEIS2	CLOCK	0.2464094309924935
TOB1	DENND4A	0.2464082063945008
MZF1	POU2AF1	0.2463987953419228
ZNF76	BDP1	0.24639814320183612
FOXM1	ADARB2	0.2463966781680863
ABL1	SLA2	0.24639342569733264
BRIP1	COL18A1	0.2463929895962676
BDP1	JAK1	0.24639124457045708
NFIA	TRPS1	0.2463905606665106
PURA	PTPN1	0.24639021119766805
ZNF335	SSB	0.2463891041682849
CNOT7	HNRNPA2B1	0.2463880429511996
MED1	CTPS1	0.24638675099631385
RAD21	USP7	0.24638443264849483
ZMYND11	GABPA	0.24638409333542852
KLF12	MKI67	0.24638398229653816
CREB3	EZH2	0.246382700753281
ATF3	TLR6	0.24638254673318444
ELF4	ZBTB38	0.24638085327793394
CEBPA	PLK3	0.24638065948149696
BMI1	BIRC3	0.24638042252069317
GTF2I	POLK	0.2463764492759716
ING2	TFE3	0.24637421139523547
MCM2	PCYT2	0.24637407447974957
PTMA	EAF2	0.24637299084397773
HNRNPR	SCAND1	0.2463721915195334
CEBPD	TBXA2R	0.2463707295633976
TBC1D22A	FBP1	0.24637056780259184
RUNX1	SMAD4	0.24637009707841231
BRD4	HBP1	0.24636500763136412
MDM2	UXT	0.24636166560814635
HNRNPD	DST	0.24635742571481473
ARNT	ATP5F1A	0.24635702211861488
ELF1	LTBP1	0.246355855126796
NEAT1	CREB3L1	0.24635500971519217
CITED2	S100B	0.24635478492859478
RBBP7	ARL6IP5	0.24635466196762842
ARID1B	PDCD11	0.24635413451775223
E2F4	ST3GAL1	0.24634688351613576
PHB2	NFKB2	0.24634602014846846
