TF	target	importance
LEF1	PSIP1	42.101855668406984
NEAT1	RREB1	42.099301084075776
PAX5	COL4A3	42.07055765186767
KLF4	TBXAS1	42.03495933026635
PLEK	GNLY	41.988389120605355
ZEB2	SAT1	41.98202934483888
ZEB2	ETV6	41.96527616347389
SUPT3H	RUNX2	41.95067169766062
FOXP1	SELL	41.91032171155281
EBF1	CCR6	41.89677005580568
PAX5	TLE1	41.88171449735765
ZEB2	VMP1	41.86335451156774
JUNB	BTG2	41.83436661210119
PAX5	CD74	41.816417768935814
NEAT1	TRIM25	41.78845622737325
ZEB2	CD36	41.75579557652666
TCF4	SCARB1	41.6700967647054
TCF7L2	TAGLN	41.66838683833154
NEAT1	CCR1	41.65222270210702
NEAT1	MIF	41.64193143876679
MAFB	GBP1	41.619913934145586
ZEB2	IL32	41.61707630884345
ZEB2	MNDA	41.57994007158598
NFKBIA	TNFAIP3	41.526824748557324
IRF8	IRF7	41.50068913302904
KLF4	KLF12	41.49459267339933
EBF1	ST6GAL1	41.467384123771936
KLF4	CTBP2	41.45715925708902
NEAT1	LATS2	41.45076764032143
PTMA	MIF	41.4213381956146
RORA	PRDM1	41.37016398821066
MAF	AQP3	41.36706793501225
ZEB2	ATG7	41.35644448013946
BACH2	ITGB2	41.31809643418839
CTBP2	LTB	41.23846667068397
TCF7	ITGA6	41.23164174146366
KLF4	VCAN	41.18150419466513
TCF7L2	CEBPA	41.17521735848086
CREB5	ZFHX3	41.17237606948268
NEAT1	STAT2	41.1433149337217
ETS1	CD247	41.130515378260036
NEAT1	CPD	41.121133891034845
LEF1	OPRM1	41.08168355753132
ZEB2	KLF6	41.07221226606647
PAX5	CD40	41.03345364387125
MAFB	CEBPA	41.01458909078806
CREB5	FOSB	40.98274153005428
BCL11A	CD74	40.94359459289456
SPIB	BCL11A	40.94216421958836
LEF1	ACTN4	40.93870540527821
TCF7L2	SLC2A3	40.93611606230118
SPI1	PTPN6	40.887753531003064
CTBP2	IL2RB	40.885374061178005
PAX5	CXXC5	40.86388364928429
FOXP1	GAPDH	40.86169855194031
CEBPB	CSF1R	40.85735595154672
NEAT1	PFKFB3	40.83929334336431
KLF4	FGL2	40.789347641164184
KLF4	HCK	40.78489480943496
NPM1	HNRNPA1	40.77614133000383
CTBP2	ZEB2	40.75974209924517
SPI1	MAFB	40.69097905287499
ZEB2	TLR2	40.68260256397234
MEF2C	ALOX5	40.66040532389265
BACH1	TNFSF13B	40.65676732264795
LMO4	GATA2	40.65583150497962
KLF4	AHR	40.607815560770646
FOXP1	LGALS1	40.57856169752157
CREB5	TNFSF13B	40.57779910459107
NEAT1	SYK	40.576699857542025
PTMA	SERBP1	40.49132579803577
ZEB2	TBXAS1	40.45523106614426
ETS1	CYFIP2	40.45107845493678
EBF1	RRAS2	40.404355673953766
MAFB	CD68	40.3589635374737
KLF4	RARA	40.31775732539924
MEF2C	LCK	40.30768524199627
ZEB2	JARID2	40.29895780744725
ZEB2	IGF2R	40.29256601963339
ZEB2	RB1	40.27267681230306
ZEB2	CCL5	40.2499562470649
JUN	FOS	40.20454045163964
RUNX2	NRP1	40.18481645390055
NEAT1	CTBP2	40.180860282669286
TCF7L2	BACH1	40.13859833217629
NEAT1	SERBP1	40.081830510221415
BCL11A	SPIB	40.062307888103604
SPI1	CD68	40.02395737859276
ETS1	RPL3	40.012069789747315
NEAT1	CDA	40.00407710934776
MYBL1	PRDM1	40.00292372235026
SETBP1	SLC2A3	39.98832826417014
MYBL1	CD99	39.96824212340011
CREB5	PIAS1	39.967076361132165
FOS	NAMPT	39.93203619517027
JUN	TNFAIP3	39.91544489733041
FOS	NFKBIA	39.89940000226963
SPI1	ITGAX	39.869932740667565
NEAT1	CYFIP2	39.86062182454758
BCL11A	HLA-DQB1	39.85567659482997
RORA	B2M	39.848148616911324
TCF4	ST3GAL4	39.84473366382858
LEF1	WWP1	39.799292835172075
ETS1	CD69	39.798461378632
TCF7L2	NR4A1	39.77711190153722
ZEB2	PECAM1	39.678460887606526
LEF1	CCL5	39.56945982280135
KLF4	NR4A2	39.55479827890041
KLF4	CUX1	39.51605792401137
MEF2C	ETS1	39.50523493854389
BACH1	ATG7	39.48965853104269
NEAT1	NFIL3	39.454213650019966
BACH1	COP1	39.435167012969735
KLF4	PRAM1	39.41236586575414
ZEB2	MIS18BP1	39.41224607163104
RORA	HLA-C	39.37681717056975
MYBL1	YES1	39.35342363705113
SPI1	CASP1	39.314301811682235
JUN	KLF2	39.250459947942836
TCF4	SETBP1	39.23550787531759
TCF7	HIVEP2	39.22203647390391
HDAC9	HLA-DRB5	39.211905850175455
NEAT1	HMGN1	39.20870658874522
ZEB2	TNFRSF1B	39.15796285868485
BCL11A	WDFY4	39.15615197162948
LEF1	CD28	39.143613307124085
MYBL1	LYAR	39.09505363559481
NEAT1	TOP1	39.07679716372554
SPI1	HLA-DPA1	38.916724488372076
KLF4	FOXO3	38.78037000364326
KLF4	LYZ	38.77172108189179
BACH2	MAP3K5	38.749507782601235
TBX21	RASSF1	38.745058107541496
NEAT1	INSR	38.74497626937437
CREB5	HDAC9	38.73740527922939
ZEB2	MAPK1	38.658344442392064
ZEB2	NPM1	38.56756230340103
SETBP1	PTPN6	38.55500931500877
SPI1	HCK	38.52885835604473
EBF1	IL7	38.52452813113716
PAX5	CD24	38.519570106480614
ZEB2	MXD1	38.50940500403371
MYBL1	GZMB	38.505433156482944
PAX5	HLA-DRB1	38.493077499036936
MEF2C	TBC1D22A	38.47122037480329
BACH1	PLSCR1	38.470740930224885
NEAT1	CFLAR	38.4573971420264
NEAT1	PLD1	38.447999105395695
CEBPA	TUBA1B	38.43674756766995
ZEB2	CD74	38.4321096424765
PAX5	HLA-DPB1	38.421604639996396
SETBP1	HLA-DQA1	38.3991327882514
NEAT1	CD86	38.365687347446965
RUNX2	TCF4	38.34285093449664
CREB5	APAF1	38.327068019201306
ZEB2	AQP3	38.325207391135116
NEAT1	PEBP1	38.3069044583317
ZEB2	MEF2A	38.304982167055904
HDAC9	HLA-DMB	38.28185057064981
BACH2	ITGA6	38.25430564396006
NPM1	BTF3	38.23596984749922
BACH1	CSF3R	38.23195188911349
BACH2	RPS3A	38.20808063971298
PAX5	COL4A4	38.17556519083673
SPI1	S100A11	38.17261167290053
NEAT1	NOD2	38.15653139816937
FOXO1	FOXP1	38.14381458421444
NEAT1	ITGB7	38.11230602421077
ZEB2	HLA-DRB1	38.08868488977882
ZEB2	MLLT3	38.07148571481189
NEAT1	SOD1	38.0606196094093
TCF7	CD6	38.04756885709084
TBX21	ZBTB16	38.027631536710444
STAT2	TRIM22	38.026810304965636
MAFB	FGL2	37.995777637333795
PTMA	RPL3	37.98284910938826
HDAC9	CD247	37.97171786084623
CREB5	TBL1X	37.971019823214036
FOS	VCAN	37.957892896726165
PTMA	GAPDH	37.886620267321256
NEAT1	TIMP2	37.87027265548556
SPI1	LYZ	37.852485737466374
MEF2C	CORO1C	37.851701183019244
IRF7	CLEC4C	37.846854809679
HMGB2	ASPM	37.82416051278584
ZEB2	CSF3R	37.79627335621873
FOXP1	IGF1R	37.79413412975832
POU2AF1	PAX5	37.78159497434129
JARID2	B2M	37.778452995631625
BCL11A	HLA-DRA	37.776371527070864
NEAT1	RBPJ	37.77026632639326
MYBL1	NFATC2	37.73337092920256
MYBL1	TBX21	37.73174280073231
MEF2C	TCF7	37.718718111748174
IRF8	UGCG	37.70923236919588
MYBL1	KLRK1	37.70328658421429
EBF1	COL4A4	37.68702601495154
DRAP1	PSMB9	37.67338895855606
KLF6	S100A4	37.66953700160724
NEAT1	SET	37.661421038145335
FOXP1	SSPN	37.63629262149507
PTMA	GPX4	37.59496753978964
FOSB	NAMPT	37.5839392106838
CREB5	RBPJ	37.56816737975435
RUNX2	CD2AP	37.541569998547686
KLF4	EPSTI1	37.5204772319426
NEAT1	MBP	37.48565737794721
ZEB2	LILRB1	37.46228406120404
ZBTB16	GNLY	37.46064081093941
POU2AF1	MS4A1	37.42180733932226
NEAT1	KLF7	37.42001956940223
CREB5	CYBB	37.40803683218192
NEAT1	NFATC2	37.39281642862038
BACH2	RPLP0	37.38482066686147
CREB5	TRIM25	37.33886449689594
BACH1	TBXAS1	37.30843072828464
ZEB2	ACSL1	37.276687395910045
KLF4	ZEB2	37.259451029645476
RORA	MYH9	37.259396324298166
TCF7L2	HES1	37.25741076483281
KLF4	ITGAX	37.24757698303499
JUNB	DDX5	37.24595189159034
FOSB	SLC2A3	37.22350953035747
PTMA	COX7C	37.219808675988396
JUNB	KLF2	37.165277591371215
KLF4	CYBB	37.14027941964111
NEAT1	ANPEP	37.12982158358364
SPIB	SETBP1	37.12958334103516
MYBL1	STAT4	37.10252717211569
TCF7L2	ITGAL	37.08162393574626
ZEB2	STAT2	37.0709030971176
NEAT1	CSF2RA	36.99706191391807
PLEK	GSTP1	36.99533214735826
TCF4	CLCN5	36.99104611945723
CTBP2	ITGAX	36.990784714851905
EBF1	CD19	36.97129365481475
ZEB2	TYMP	36.96763418083878
NEAT1	IFNGR1	36.967191275429435
PTMA	ERP29	36.96117225278085
MLLT3	IGF1R	36.94401477077665
FOS	CEBPD	36.90782516167832
CREB5	HK2	36.887210374263944
PAX5	HLA-DRB5	36.87229562559895
ZEB2	LMO4	36.78788613181739
RORA	RASGRP1	36.77999020992749
STAT2	EIF2AK2	36.77378519510004
CEBPB	MAFB	36.74258656974984
DRAP1	RHOC	36.740379080341306
MEF2C	BTK	36.735131467685264
PTMA	UBC	36.72241078596795
ZEB2	FOSL2	36.72106591713561
SPIB	CXXC5	36.71541619393094
ETS1	RASGRP1	36.71372005339256
NEAT1	LDLR	36.7048244202883
BACH1	ACSL1	36.70257831968767
CREB5	ZEB2	36.65894267675778
MYBL1	LITAF	36.58282135175618
ARID5B	CD8A	36.574326622447444
KLF4	PAK1	36.56726137520344
ZEB2	NF1	36.556641724205264
CREB5	ZFP36	36.55046701543506
ZEB2	COP1	36.52042992454821
NEAT1	CD58	36.50054392791852
BACH1	DUSP6	36.485512277791585
ENO1	GAPDH	36.471296010830564
TCF7L2	IFIT3	36.47036522531351
FOS	CREB5	36.46266294820178
KLF4	PLAUR	36.45879716101358
TCF4	SOX4	36.447133812658514
POU2AF1	EBF1	36.44635530615046
SPI1	BID	36.44448768987177
CREB5	CES1	36.43847899763699
RORA	NFATC2	36.43640661055034
NEAT1	FCER1A	36.412187769616835
BACH2	MAF	36.407951411256505
TCF7L2	BATF3	36.38326110256409
MAFB	MSR1	36.37786903742823
PAX5	EAF2	36.37478114918895
PAX5	HLA-DQA2	36.34483567612438
NEAT1	HLA-DQA1	36.32295165455147
NEAT1	IGF2R	36.302511554291776
SPIB	PAX5	36.238631811211
PTMA	SSB	36.23404368549076
NEAT1	ZEB1	36.21988249935003
TCF7L2	ST3GAL5	36.172028530185635
TCF7	SUPT3H	36.16846880391386
SETBP1	TUBA1B	36.16218193166651
PAX5	MEF2C	36.16007030441306
CREB5	EXT1	36.15584921690634
BACH2	CCND3	36.14524612003679
ZEB2	PAK1	36.130968293381784
MEF2C	ZFHX3	36.12585634234273
SPI1	PAK1	36.12432292498814
BACH2	SUPT3H	36.10823204149505
TCF7L2	TBXAS1	36.07992921527
SPI1	HLA-DRB1	36.06515491246072
SPI1	NCOA4	36.060950468035216
TCF4	IFNLR1	36.056327087093116
ZEB2	HCK	36.05412227223254
PAX5	CXCR5	36.04463503219287
BACH1	DISC1	36.04244924410656
CREB5	NRIP1	36.037166619790185
STAT1	EIF2AK2	36.02951694359618
NEAT1	ETF1	35.97748451330706
MEF2C	CD6	35.957354545753894
BACH2	NPM1	35.95595827947972
ZEB2	POU2F2	35.94224185788027
PLEK	PRF1	35.93510003000027
MEF2C	BCL11A	35.91744850423006
NEAT1	MEFV	35.900676739699605
ZEB2	NFIL3	35.89190010740642
TCF4	HLA-DRB1	35.87792406882375
DRAP1	HMOX1	35.86802617595235
KLF4	NFKBIZ	35.86598762303055
SPI1	S100A6	35.857767515129225
MEF2C	MAP3K1	35.85395963232037
RUNX2	SUPT3H	35.845299626168476
EBF1	HLA-DPB1	35.784275833871696
BACH2	PDK1	35.713597567016116
NEAT1	HSP90AA1	35.712347092311944
LEF1	RPL3	35.70415102315282
HDAC9	HLA-DQA1	35.70014336649895
ZEB2	CTSS	35.69343140628037
CREB5	EPSTI1	35.671074968206085
TCF7L2	OAS1	35.65626212292113
NEAT1	MEF2A	35.63018025811038
PAX5	P2RY10	35.62905813502772
KLF4	NRIP1	35.62377029550073
EBF1	TLE1	35.61189772671512
FOXP1	FOXO1	35.60528916963071
CREB5	NCF2	35.59827390245127
BACH1	CD36	35.596000777685454
BACH1	EXT1	35.578943367171334
FOSB	ATF3	35.57547066104313
NEAT1	BCL2A1	35.57148607217524
PAX5	HLA-DRA	35.568474822147586
ZEB2	HIVEP2	35.548709503881064
ATF3	CD83	35.53669407243362
PLEK	CCL5	35.53136562964555
NR4A2	JUN	35.52628215738492
ZEB2	CYBB	35.5174177202661
JUNB	CD69	35.511721969111846
RORA	HLA-F	35.51036939850514
NPM1	RPLP0	35.504631498761
TCF7	FOXO1	35.493502246321924
FOS	CD14	35.488718307228595
LEF1	HDAC9	35.47515181398043
TCF7L2	CD83	35.423071552387476
FOS	MCL1	35.418050964959164
NEAT1	COX6A1	35.40546506822785
STAT4	CD247	35.37511440184358
CREB5	MEF2A	35.364887650502574
KLF6	NRCAM	35.36178949254047
PAX5	IL7	35.32753363878059
NEAT1	ITGAX	35.308156331272194
MYBL1	ERN1	35.294208825675604
NEAT1	ISG20	35.29398459629462
KLF12	LRBA	35.293465655717654
IRF8	RUNX2	35.28034794525855
CTBP2	PLEK	35.274797627805704
CEBPD	CD14	35.25425393946536
SPI1	CSTA	35.24119562011571
KLF4	STAT2	35.22504520950475
KLF4	VMP1	35.201479132557985
ZEB2	ARID3A	35.18878477965342
BCL11A	MS4A1	35.18799078620838
ETV6	CD8A	35.18030039908968
CREB5	HLA-B	35.171516596821576
MEF2C	WDFY4	35.15533066613336
SPI1	CDKN1C	35.129168547865284
ETV6	EPSTI1	35.124327138652276
ZEB2	IL15	35.105255584703514
BACH2	PLEK	35.09416033583397
TCF7	FHIT	35.08555769516092
MAFB	CTSL	35.080002729368836
TCF7L2	TYMP	35.04249141703714
SPI1	FCGRT	35.03580349947443
TCF7L2	PTGIR	35.0305769259022
MEF2C	TRIM22	34.99194510389708
ZEB2	FGL2	34.96455139007718
HMGB2	BIRC5	34.94459916459621
NR4A2	FOSB	34.91745729527874
NEAT1	HMGB1	34.9122329335835
PAX5	TCF4	34.89485136260384
LEF1	SMAD3	34.87043273422112
LEF1	CD74	34.83856869041727
LEF1	LCK	34.82334856410373
NR3C2	BACH2	34.807327508679066
CEBPA	LGALS1	34.789103008809704
ZBTB16	CD38	34.770358024310795
NPM1	TPT1	34.76173049200745
SPI1	POU2F2	34.73432409357162
HOPX	NCAM1	34.731351559860016
MEIS1	ERG	34.72604510544536
PLEK	GZMB	34.70545119134314
MEF2C	RASGRP1	34.6841672538936
NPM1	RPS3A	34.66543553802241
KLF4	RHOB	34.65135438002626
IRF8	SERPINF1	34.64606055692189
SPI1	CTSS	34.619714096010554
CREB5	DGKG	34.5726688978995
ETS1	LEF1	34.570246312694906
ZEB2	CTSD	34.55268996980969
RORA	A2M	34.533489462599626
MEF2C	CTSS	34.50314253287422
TCF7L2	SRC	34.50188731943594
RUNX3	PRF1	34.49768974106962
PAX5	ARID1B	34.49271923824336
RORA	CD69	34.48831774968026
ETV6	MAP3K1	34.48419923915604
PTMA	UBB	34.48313287479396
TCF7L2	CTSS	34.478520410264494
MEF2C	LEF1	34.46376966638756
PAX5	HIP1R	34.45492792816465
DRAP1	MT2A	34.4438189309983
CREB5	PRAM1	34.44306702670175
LEF1	TPT1	34.44098023062553
BCL11A	CD22	34.426139501599046
STAT1	EPSTI1	34.41964861797493
MEF2C	KLF12	34.396501753615865
SPI1	CTSB	34.3721285398237
NEAT1	SGK1	34.34769368652212
NEAT1	SLC6A6	34.33472906370576
NEAT1	SNRPN	34.33015749641531
RORA	LRBA	34.328469987108136
TBX21	ID2	34.32663330572608
TCF7L2	DAPK1	34.31708012301331
TCF7	CD3G	34.30135380725932
ZEB2	FOXO1	34.2970459864521
SPI1	FTH1	34.27266054760294
BACH2	VIM	34.25238859538841
ZEB2	MBP	34.244426585267
NEAT1	FGL2	34.22032122502243
ETV6	MAP3K5	34.216526916422055
KLF4	TRPS1	34.21285671302864
RORA	AQP3	34.18816548314568
LEF1	HLA-DRB1	34.173674404819735
STAT4	CCL5	34.17093317627497
SPI1	MYD88	34.151256542907454
HDAC9	ALOX5	34.12324286125599
LEF1	FBXO32	34.11662366963937
BACH1	TNFSF10	34.096486273223796
FOXP1	LEF1	34.08712806370643
BTF3	TPT1	34.07687472636758
RORA	HLA-A	34.072690958976416
BACH1	SAT1	34.07193843901638
ZEB2	TNFSF13B	34.06760138261811
NEAT1	NR3C1	34.060071056020625
ZFP36	FOS	34.04676954657994
KLF4	RORA	34.036599872396316
RORA	CD99	34.01472977654055
RORA	CD3G	33.985307971749435
CREB5	ITGAM	33.97480045522111
PAX5	SOX5	33.93181293983265
TCF7L2	BCL2A1	33.92075606770917
CREB5	PAK1	33.86190256599807
CREB5	IL6R	33.86049673182663
KLF4	TNFRSF10B	33.85947911431789
NEAT1	FCGR1A	33.85599678814964
BACH1	MNDA	33.84873467578806
KLF4	MNDA	33.84408051952582
NEAT1	GSK3B	33.8436483793338
BACH2	FTH1	33.83277824192627
TBX21	RUNX3	33.827902916818836
TCF7L2	PDGFC	33.82675085928723
PAX5	CDCA7L	33.81443085476823
ZEB2	NCOR2	33.79629944872559
TRIM22	XAF1	33.78982295498107
STAT4	ATM	33.78537744825698
NEAT1	CD44	33.780497117136925
BACH2	ZEB1	33.780085035244745
JUNB	B2M	33.76995798738136
ETS1	CYLD	33.761502832417705
PAX5	HLA-DOA	33.7357108258874
BACH2	MLLT3	33.7198512754691
ZEB2	BTG1	33.699491590374656
MEF2C	RBL2	33.69911954936928
FOXP1	CCR7	33.690211064007876
PTMA	ARL6IP5	33.68053201622247
RORA	CCL5	33.675191601165885
EBF1	BACH2	33.6715583507515
ZEB2	PBXIP1	33.66583004067029
BACH2	ERN1	33.65144643411942
CEBPA	IFITM3	33.641806768571925
ETV6	CD8B	33.61347303412488
IRF8	HLA-DRA	33.610068203248616
CTBP2	ITGB2	33.58602180810565
MYBL1	NCAM1	33.58354441186761
TCF7L2	RXRA	33.53789217684672
NEAT1	SH3BP2	33.52946045598682
RORA	GATA3	33.51648271573796
CREB5	PER1	33.51532891635982
NPM1	RPL3	33.495561504977424
CREB5	GK	33.49394574169315
SETBP1	ST6GAL1	33.48667027052415
CREB5	PLAUR	33.477978716224925
ZEB2	PRF1	33.45778277147968
SPI1	DPYSL2	33.44994621931001
ZEB2	MYC	33.43084371829318
PLEK	ITGAL	33.42718360596963
ID2	CD8A	33.41858985367607
SPI1	CD86	33.41049110796831
EIF2AK2	TRIM22	33.40346489381354
TCF4	MYBL2	33.392389885399794
NEAT1	MBD2	33.392053131759106
SPI1	RXRA	33.391305987189554
FOSB	PLK3	33.3834193722021
CEBPD	APOBR	33.37657341902145
ATF3	NR4A2	33.3522830200433
ETS1	ARID5B	33.3403765567187
TCF7L2	ABCC3	33.33348913102636
STAT2	MX1	33.32552800885508
TCF7L2	SH3BP2	33.32266614671679
ZEB2	MBD2	33.303867611609185
MEF2C	ZAP70	33.30325807703941
MAL	FHIT	33.29965801829505
KLF2	HLA-E	33.29860004885629
FOXP1	RUNX1	33.27794323507504
RORA	CDC25B	33.267997645280005
SPI1	MEF2C	33.25222953552518
BTF3	YBX1	33.24269382318433
NEAT1	TAF7	33.24166250715624
CEBPB	HMOX1	33.22845945936527
KLF12	RORA	33.1906560059921
ATF3	NAMPT	33.188900220826184
NEAT1	TXNIP	33.18269564773553
IRF1	GBP1	33.148117367682374
ZEB2	LRRFIP1	33.1465237664007
ETS1	ISG20	33.11392786393332
KLF4	TGFBI	33.08033680140523
TBX21	SPN	33.06802602256689
LEF1	PIK3CD	33.06657326697687
PTMA	SUMO2	33.065333271483844
KLF4	COP1	33.06237350694803
NEAT1	BST1	33.039725867270164
SPI1	LILRB2	33.03770028201594
ERG	MEIS1	33.02165735807654
HDAC9	CD2	33.01959577166184
BACH2	CD58	33.00996222180733
CREB5	MAP3K5	33.0034147265595
DRAP1	TUBA1B	32.993969093733895
NEAT1	FOSL2	32.97335064763108
ENO1	S100A10	32.966599025156526
IRF8	CD74	32.94844586711797
CEBPB	S100A6	32.9338117578232
ATM	KLRK1	32.918985479404185
ZEB2	HLA-DRA	32.91043255567286
CREB5	CHD1	32.90520264000839
XBP1	TNFRSF17	32.8956641024432
TCF7L2	CASP1	32.888203076405254
ETS1	TXNIP	32.88439926228472
CREB5	PLD1	32.85455899355647
SPI1	TYMP	32.847564842815046
TCF7	MLLT3	32.83589813512777
TCF4	DAPK2	32.8127343467165
TBX21	NFATC2	32.797288380303485
TCF4	HLA-DQB1	32.78037936865318
CREB5	SAT1	32.776535525636554
HDAC9	CD36	32.74660574495511
KLF4	IL1B	32.72068363018705
ZEB2	CCR7	32.72036134959903
POU2AF1	CD79A	32.63519442559035
TCF4	CD74	32.63023978247808
PTMA	S100A4	32.62756460865397
MAFB	LILRB1	32.62654394442532
SPI1	LMO2	32.62222572627383
LEF1	REL	32.58789291547515
KLF4	MXD1	32.57454628313486
KLF4	TNFSF13B	32.57151678164148
RORA	CD6	32.56287187112242
HDAC9	FCER1A	32.54832290009641
FOS	NEAT1	32.540414533097035
NR3C2	BCL2	32.5374818996587
ZBTB16	HOPX	32.53543002642044
ZEB2	ZFP36	32.5296905860622
NPM1	SET	32.523373399030405
TCF7	FOXP1	32.513883486349094
MEF2C	LIMD1	32.51184441504742
HDAC9	ZEB2	32.48027136284014
POU2AF1	SSPN	32.47608304802891
TCF7L2	IL15	32.44767338185869
CEBPD	ITGB2	32.44269910993977
BTF3	PTMA	32.43810823539405
ZEB2	CEBPB	32.40365660381259
MEF2C	HIF1A	32.40121890482924
KLF4	RPS3A	32.37250018987227
KLF4	RBPJ	32.34447276175869
PLEK	SLC20A1	32.33667481284568
SPI1	TNFRSF1B	32.31952450770161
RORA	HLA-DRA	32.29521703585765
LEF1	HLA-DRA	32.29271033251492
IRF8	HLA-DQA1	32.283829046938116
MYBL1	XBP1	32.27464134014506
MEIS1	CD34	32.27094813067726
BCL11A	SETBP1	32.26508602001508
KLF4	EPB41L3	32.25124741725398
ATF3	FOSB	32.2485775032671
FOXP1	FHIT	32.243547349510386
SPI1	HLA-DRB5	32.186343852799425
BACH1	NFKBIZ	32.167357971376916
HOPX	LITAF	32.16702858296902
PTMA	RPLP0	32.1408031682087
BACH1	HCK	32.10241830618384
ZEB2	TGFBR3	32.095201592326866
ZEB2	PTPRC	32.09020464259158
KLF4	RFX2	32.07860959407884
NEAT1	ALDH1A2	32.074715473438104
LMO4	PBX1	32.05102329638153
ERG	PROM1	32.046356071506324
PTMA	GSTP1	32.045222769881214
ETS1	LRBA	32.044770196267685
LEF1	IFI16	32.027031667323534
ZEB2	MEF2C	32.0243493285656
MYBL1	ID2	32.00919682674142
NEAT1	ATF6	31.99683292424917
KLF2	B2M	31.964202353763262
FOXP1	NELL2	31.920732866900632
NEAT1	NFE2L2	31.909252977666675
CREB5	CYFIP2	31.90411085225816
TCF7	ETS1	31.875927347132762
HDAC9	DGKG	31.873400084827008
ATF3	KLF4	31.86653089059665
ZEB2	BTF3	31.86141637460497
CEBPB	CTSL	31.848256311363706
BACH1	CREB5	31.842333729539458
KLF4	IRF1	31.811123725718495
EBF1	ABCB4	31.810119051484158
MEF2C	CD8A	31.809536876124493
CREB5	NFIL3	31.78403642705983
TCF7L2	CTBP2	31.736112326724147
BACH2	NT5E	31.730985971314173
KLF4	CD36	31.70632834752282
BACH2	WWOX	31.700308058185076
KLF6	SMAD3	31.694611099075182
KLF4	PER1	31.68086033449487
ZEB2	PRAM1	31.660535503300817
CREB5	TBXAS1	31.642060322433114
KLF4	CEBPD	31.618798316997413
KLF4	ATG7	31.609788617871814
NEAT1	CEBPB	31.60496462766417
NEAT1	HK2	31.60235851818397
IRF8	SCN9A	31.595482362139556
PAX5	SREBF2	31.59086018282207
MAFB	CASP1	31.58363124856634
FOXP1	S100A10	31.582971688570968
KLF4	ACSL1	31.559415925373763
CTBP2	ZBTB16	31.544739727175408
TNFAIP3	JUNB	31.531344257246975
PTMA	NPM1	31.513347451046766
MLLT3	BCL2	31.460360405987643
PTMA	HSP90AA1	31.458139602707504
MEF2C	FCER2	31.431323311668155
ZEB2	CD69	31.422675450942755
CREB5	MXD1	31.411762993988045
BACH1	SOD2	31.40756468195506
IRF8	APP	31.405686889159718
DRAP1	CTSL	31.383662504469992
NEAT1	CREBBP	31.37047482206401
ZEB2	DUSP6	31.363439151163977
KLF4	CHD1	31.36291305410298
BTF3	HNRNPA1	31.359167171920404
ZEB2	NFAT5	31.358665952796493
MYBL1	ESR2	31.357936167189376
CREB5	TYMP	31.3565283958445
ZEB2	KDM2A	31.314006640191106
HDAC9	CD83	31.3121353739706
KLF6	CD8B	31.30572892395324
BACH1	XAF1	31.30441418266019
HDAC9	HLA-DPB1	31.300871959915625
JUNB	SLC2A3	31.275249494977345
ZEB2	ISG20	31.261435440311896
RUNX2	TNFRSF21	31.207485972783093
CREB5	CCR1	31.17313144428424
HDAC9	CIITA	31.15532631008478
MEF2C	HHEX	31.14017856876535
LEF1	SESN3	31.13794860288493
KLF4	CSF3R	31.136710204395172
BCL11A	BLK	31.136127794957687
BACH1	MEFV	31.130456150108966
BCL11A	UGCG	31.11660337465799
MAL	LEF1	31.115399751375875
TCF7	IKZF1	31.10152961370653
CREB5	HSPA8	31.0930172339989
ETS1	BTG1	31.069249403158615
TCF4	MEF2C	31.068502757161156
CREB5	BST1	31.06344819970691
LEF1	MEF2C	31.05042644817048
EIF2AK2	OAS1	31.03322866657414
TCF7L2	RASGEF1B	31.028616612210804
NEAT1	ALDH1A1	30.99764771903112
FOSB	IRS2	30.992941179171485
SPI1	TNFSF10	30.992235500608242
TCF7	NPM1	30.985206849687163
ZEB2	RXRA	30.978230779311186
TBX21	IFNG	30.97407029313015
NEAT1	SPI1	30.96118906242965
NEAT1	SIDT1	30.943013678315975
ZEB2	MAPK14	30.93630079169141
TCF7L2	RHOB	30.931131668899518
NEAT1	NR4A2	30.9204083012741
TCF7L2	SERPINB9	30.910731000151717
FOSB	VIM	30.90521209951338
BACH2	ZHX2	30.89837180000025
RUNX3	CD8A	30.894984349312793
NEAT1	PDE7A	30.89206265674499
FOXP1	SPN	30.88922316836985
ZEB2	HMGN1	30.888884016679974
TCF7L2	ASAH1	30.88146111910662
PAX5	CR2	30.876029310296033
NPM1	HSP90AB1	30.862739273828964
ZEB2	MAFB	30.845750550321533
TCF7L2	ADGRE5	30.788915638237675
LEF1	IL32	30.764984439263085
ZBTB16	AKR1C3	30.763923517498437
LEF1	HNRNPA1	30.75491503884125
FOXP1	PRKCA	30.74340327189109
DRAP1	YBX1	30.743124549222728
TFAP4	MFSD2A	30.703623273265908
TBX21	CD99	30.683474303114906
KLF4	ALOX5	30.68077740356429
STAT2	EPSTI1	30.66105845078528
MLLT3	PRKCA	30.63344452785051
LEF1	STAT5B	30.624613162732164
CREB5	PTEN	30.607790632290808
LEF1	CD247	30.601883428516462
CREB5	RTN3	30.599266993560672
EBF1	HLA-DQB1	30.572146333265007
BCL11A	PMEPA1	30.565787281855023
IRF8	TLR9	30.564927487884578
HMGB2	STMN1	30.563681067784348
NPM1	NCL	30.551953394200353
KLF2	TSC22D3	30.545807604389722
CEBPA	CSF1R	30.54480432205164
ZEB2	PDE7A	30.5407204535123
